,term_id,term_rank,term_str,n,num,stop,stem_porter,stem_snowball,stem_lancaster,pos_max,term_rank2,p,zipf_k,zipf_k2,zipf_k3,df,idf,tfidf_sum
646,12850,647,touched,51,0,0,touch,touch,touch,NN,311,0.0035991531404375,32997,15861,1.1193366266760765,2,0.17609125905568124,1.8127199872357706e-05
1523,6502,1524,infinite,18,0,0,infinit,infinit,infinit,NN,344,0.0012702893436838,27432,6192,0.4369795342272407,2,0.17609125905568124,1.8127199872357706e-05
7978,2082,7979,chaste,2,0,0,chast,chast,chast,VBD,360,0.0001411432604093,15958,720,0.0508115737473535,2,0.17609125905568124,1.797483765208584e-05
8880,11850,8881,starry,1,0,0,starri,starri,starry,NN,361,7.057163020465773e-05,8881,361,0.0254763585038814,2,0.17609125905568124,1.797483765208584e-05
4755,697,4756,argued,4,0,0,argu,argu,argu,VB,358,0.0002822865208186,19024,1432,0.1010585744530698,2,0.17609125905568124,1.797483765208584e-05
11424,3547,11425,disarm,1,0,0,disarm,disarm,disarm,VB,361,7.057163020465773e-05,11425,361,0.0254763585038814,2,0.17609125905568124,1.797483765208584e-05
6084,10599,6085,rubbish,2,0,0,rubbish,rubbish,rub,JJ,360,0.0001411432604093,12170,720,0.0508115737473535,2,0.17609125905568124,1.797483765208584e-05
6579,1476,6580,boudoir,2,0,0,boudoir,boudoir,boudoir,JJ,360,0.0001411432604093,13160,720,0.0508115737473535,1,0.47712125471966244,1.7840310152544962e-05
4656,9717,4657,proximity,4,0,0,proxim,proxim,proxim,VBZ,358,0.0002822865208186,18628,1432,0.1010585744530698,1,0.47712125471966244,1.7840310152544962e-05
12719,9911,12720,rallied,1,0,0,ralli,ralli,ral,NN,361,7.057163020465773e-05,12720,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
1459,7020,1460,la,19,0,0,la,la,la,VBZ,343,0.0013408609738884,27740,6517,0.4599153140437544,1,0.47712125471966244,1.7840310152544962e-05
851,4531,852,expression,38,0,0,express,express,express,VB,324,0.0026817219477769,32376,12312,0.868877911079746,1,0.47712125471966244,1.7840310152544962e-05
11796,2568,11797,confessions,1,0,0,confess,confess,confess,VBD,361,7.057163020465773e-05,11797,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
1440,1218,1441,beneath,19,0,0,beneath,beneath,benea,NNS,343,0.0013408609738884,27379,6517,0.4599153140437544,1,0.47712125471966244,1.7840310152544962e-05
11760,4407,11761,examinations,1,0,0,examin,examin,examin,NN,361,7.057163020465773e-05,11761,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
11866,4555,11867,exultantly,1,0,0,exultantli,exult,exult,NNPS,361,7.057163020465773e-05,11867,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
6098,7422,6099,lordly,2,0,0,lordli,lord,lord,JJ,360,0.0001411432604093,12198,720,0.0508115737473535,1,0.47712125471966244,1.7840310152544962e-05
6510,8753,6511,pacified,2,0,0,pacifi,pacifi,pac,VBN,360,0.0001411432604093,13022,720,0.0508115737473535,1,0.47712125471966244,1.7840310152544962e-05
4612,3309,4613,demeter,4,0,0,demet,demet,demet,JJ,358,0.0002822865208186,18452,1432,0.1010585744530698,1,0.47712125471966244,1.7840310152544962e-05
12077,3812,12078,dramatically,1,0,0,dramat,dramat,dram,VBG,361,7.057163020465773e-05,12078,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
6651,8447,6652,obligation,2,0,0,oblig,oblig,oblig,JJ,360,0.0001411432604093,13304,720,0.0508115737473535,1,0.47712125471966244,1.7840310152544962e-05
975,11852,976,start,32,0,0,start,start,start,NNS,330,0.002258292166549,31232,10560,0.7452364149611856,1,0.47712125471966244,1.7840310152544962e-05
3226,6463,3227,individual,6,0,0,individu,individu,individ,NN,356,0.0004234297812279,19362,2136,0.1507410021171489,1,0.47712125471966244,1.7840310152544962e-05
4268,5525,4269,gott,4,0,0,gott,gott,got,VBD,358,0.0002822865208186,17076,1432,0.1010585744530698,1,0.47712125471966244,1.7840310152544962e-05
9390,12930,9391,traveled,1,0,0,travel,travel,travel,NN,361,7.057163020465773e-05,9391,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
10631,5070,10632,formally,1,0,0,formal,formal,form,VBN,361,7.057163020465773e-05,10632,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
8571,213,8572,activity,1,0,0,activ,activ,act,JJ,361,7.057163020465773e-05,8572,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
13475,6747,13476,ironbound,1,0,0,ironbound,ironbound,ironbound,NNS,361,7.057163020465773e-05,13476,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
13470,6758,13471,irritated,1,0,0,irrit,irrit,irrit,NN,361,7.057163020465773e-05,13471,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
12459,8540,12460,omar,1,0,0,omar,omar,om,NN,361,7.057163020465773e-05,12460,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
134,7421,135,lord,330,0,0,lord,lord,lord,RB,128,0.023288637967537,44550,42240,2.9809456598447426,1,0.47712125471966244,1.7840310152544962e-05
3779,1305,3780,biting,5,0,0,bite,bite,bit,JJ,357,0.0003528581510232,18900,1785,0.125970359915314,1,0.47712125471966244,1.7840310152544962e-05
10326,5185,10327,frontage,1,0,0,frontag,frontag,front,NNS,361,7.057163020465773e-05,10327,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
5289,7912,5290,minor,3,0,0,minor,minor,min,NN,359,0.0002117148906139,15870,1077,0.0760056457304163,1,0.47712125471966244,1.7840310152544962e-05
13407,1756,13408,byway,1,0,0,byway,byway,byway,VBN,361,7.057163020465773e-05,13408,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
3329,7602,3330,mania,6,0,0,mania,mania,man,NNS,356,0.0004234297812279,19980,2136,0.1507410021171489,1,0.47712125471966244,1.7840310152544962e-05
10400,5541,10401,graces,1,0,0,grace,grace,grac,VBZ,361,7.057163020465773e-05,10401,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
10401,5600,10402,greens,1,0,0,green,green,green,NN,361,7.057163020465773e-05,10402,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
3814,9073,3815,persuaded,5,0,0,persuad,persuad,persuad,JJ,357,0.0003528581510232,19075,1785,0.125970359915314,1,0.47712125471966244,1.7840310152544962e-05
2079,9967,2080,reader,12,0,0,reader,reader,read,JJ,350,0.0008468595624558,24960,4200,0.2964008468595625,1,0.47712125471966244,1.7840310152544962e-05
10442,5407,10443,gin,1,0,0,gin,gin,gin,JJR,361,7.057163020465773e-05,10443,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
5643,3852,5644,drift,3,0,0,drift,drift,drift,RB,359,0.0002117148906139,16932,1077,0.0760056457304163,1,0.47712125471966244,1.7840310152544962e-05
474,5184,475,front,74,0,0,front,front,front,NN,288,0.0052223006351446,35150,21312,1.5040225829216656,1,0.47712125471966244,1.7840310152544962e-05
7574,14152,7575,yus,2,0,0,yu,yus,yu,NNS,360,0.0001411432604093,15150,720,0.0508115737473535,1,0.47712125471966244,1.7840310152544962e-05
9143,10467,9144,rightfully,1,0,0,right,right,right,VBN,361,7.057163020465773e-05,9144,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
10600,4757,10601,fetid,1,0,0,fetid,fetid,fetid,NNS,361,7.057163020465773e-05,10601,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
4245,727,4246,aroused,4,0,0,arous,arous,ar,JJ,358,0.0002822865208186,16984,1432,0.1010585744530698,1,0.47712125471966244,1.7840310152544962e-05
2160,9324,2161,polished,11,0,0,polish,polish,pol,VBN,351,0.0007762879322512,23771,3861,0.2724770642201835,1,0.47712125471966244,1.7840310152544962e-05
12468,8518,12469,offensiveness,1,0,0,offens,offens,offend,VBN,361,7.057163020465773e-05,12469,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
13200,7109,13201,lark,1,0,0,lark,lark,lark,NN,361,7.057163020465773e-05,13201,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
3956,835,3957,astounding,5,0,0,astound,astound,astound,NN,357,0.0003528581510232,19785,1785,0.125970359915314,1,0.47712125471966244,1.7840310152544962e-05
8478,13575,8479,voiceless,1,0,0,voiceless,voiceless,voiceless,JJ,361,7.057163020465773e-05,8479,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
13491,6723,13492,invitations,1,0,0,invit,invit,invit,NNS,361,7.057163020465773e-05,13492,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
13520,6563,13521,inrush,1,0,0,inrush,inrush,inrush,NN,361,7.057163020465773e-05,13521,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
2461,3918,2462,duke,9,0,0,duke,duke,duk,NNPS,353,0.0006351446718419,22158,3177,0.2242060691601976,1,0.47712125471966244,1.7840310152544962e-05
9427,12660,9428,thrall,1,0,0,thrall,thrall,thrall,VBN,361,7.057163020465773e-05,9428,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
188,5165,189,friend,231,0,0,friend,friend,friend,NN,167,0.0163020465772759,43659,38577,2.722441778405081,1,0.47712125471966244,1.7840310152544962e-05
2781,11960,2782,stole,8,0,0,stole,stole,stol,NN,354,0.0005645730416372,22256,2832,0.1998588567395907,1,0.47712125471966244,1.7840310152544962e-05
9366,11228,9367,shyness,1,0,0,shyness,shyness,shy,NN,361,7.057163020465773e-05,9367,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
5438,10850,5439,scraping,3,0,0,scrape,scrape,scraping,VBG,359,0.0002117148906139,16317,1077,0.0760056457304163,1,0.47712125471966244,1.7840310152544962e-05
1031,7923,1032,mirror,30,0,0,mirror,mirror,mir,JJ,332,0.0021171489061397,30960,9960,0.702893436838391,1,0.47712125471966244,1.7840310152544962e-05
9732,13298,9733,unrest,1,0,0,unrest,unrest,unrest,NNS,361,7.057163020465773e-05,9733,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
9360,787,9361,ashy,1,0,0,ashi,ashi,ashy,NNS,361,7.057163020465773e-05,9361,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
9341,315,9342,afflicted,1,0,0,afflict,afflict,afflict,NNS,361,7.057163020465773e-05,9342,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
7993,6264,7994,identical,2,0,0,ident,ident,id,NNS,360,0.0001411432604093,15988,720,0.0508115737473535,1,0.47712125471966244,1.7840310152544962e-05
7983,6311,7984,immanuel,2,0,0,immanuel,immanuel,immanuel,VBD,360,0.0001411432604093,15968,720,0.0508115737473535,1,0.47712125471966244,1.7840310152544962e-05
7957,550,7958,announce,2,0,0,announc,announc,annount,NNS,360,0.0001411432604093,15916,720,0.0508115737473535,1,0.47712125471966244,1.7840310152544962e-05
7891,12348,7892,sweden,2,0,0,sweden,sweden,swed,VB,360,0.0001411432604093,15784,720,0.0508115737473535,1,0.47712125471966244,1.7840310152544962e-05
13624,1906,13625,casabianca,1,0,0,casabianca,casabianca,casabianc,NN,361,7.057163020465773e-05,13625,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
13617,6912,13618,jurist,1,0,0,jurist,jurist,jur,NN,361,7.057163020465773e-05,13618,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
9302,321,9303,affright,1,0,0,affright,affright,affright,NNS,361,7.057163020465773e-05,9303,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
6273,9703,6274,provide,2,0,0,provid,provid,provid,NN,360,0.0001411432604093,12548,720,0.0508115737473535,1,0.47712125471966244,1.7840310152544962e-05
9978,12412,9979,tableau,1,0,0,tableau,tableau,tableau,NN,361,7.057163020465773e-05,9979,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
13599,6938,13600,kermess,1,0,0,kermess,kermess,kermess,NN,361,7.057163020465773e-05,13600,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
10033,11659,10034,sparkled,1,0,0,sparkl,sparkl,sparkl,JJ,361,7.057163020465773e-05,10034,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
3386,12664,3387,threads,6,0,0,thread,thread,threads,VBN,356,0.0004234297812279,20322,2136,0.1507410021171489,1,0.47712125471966244,1.7840310152544962e-05
7789,3671,7790,distribution,2,0,0,distribut,distribut,distribut,JJ,360,0.0001411432604093,15580,720,0.0508115737473535,1,0.47712125471966244,1.7840310152544962e-05
9300,12966,9301,tremulously,1,0,0,tremul,tremul,trem,NN,361,7.057163020465773e-05,9301,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
10778,6330,10779,impecuniosity,1,0,0,impecunios,impecunios,impecunios,NNS,361,7.057163020465773e-05,10779,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
6482,10949,6483,segments,2,0,0,segment,segment,seg,JJ,360,0.0001411432604093,12966,720,0.0508115737473535,1,0.47712125471966244,1.7840310152544962e-05
2052,4911,2053,flew,12,0,0,flew,flew,flew,NNS,350,0.0008468595624558,24636,4200,0.2964008468595625,1,0.47712125471966244,1.7840310152544962e-05
13048,1223,13049,benefited,1,0,0,benefit,benefit,benefit,NNS,361,7.057163020465773e-05,13049,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
4770,2879,4771,cracking,4,0,0,crack,crack,crack,NN,358,0.0002822865208186,19084,1432,0.1010585744530698,1,0.47712125471966244,1.7840310152544962e-05
13003,9491,13004,premise,1,0,0,premis,premis,prem,NN,361,7.057163020465773e-05,13004,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
4087,8748,4088,oxford,5,0,0,oxford,oxford,oxford,VBG,357,0.0003528581510232,20440,1785,0.125970359915314,1,0.47712125471966244,1.7840310152544962e-05
1763,12733,1764,tight,15,0,0,tight,tight,tight,NN,347,0.0010585744530698,26460,5205,0.3673253352152434,1,0.47712125471966244,1.7840310152544962e-05
3057,743,3058,arrives,7,0,0,arriv,arriv,ar,JJ,355,0.0004940014114326,21406,2485,0.1753705010585744,1,0.47712125471966244,1.7840310152544962e-05
1653,7428,1654,loss,16,0,0,loss,loss,loss,NNS,346,0.0011291460832745,26464,5536,0.3906845448129852,1,0.47712125471966244,1.7840310152544962e-05
1629,5881,1630,heads,16,0,0,head,head,head,VB,346,0.0011291460832745,26080,5536,0.3906845448129852,1,0.47712125471966244,1.7840310152544962e-05
8704,14007,8705,woodbine,1,0,0,woodbin,woodbin,woodbin,JJ,361,7.057163020465773e-05,8705,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
3251,5972,3252,hero,6,0,0,hero,hero,hero,VB,356,0.0004234297812279,19512,2136,0.1507410021171489,1,0.47712125471966244,1.7840310152544962e-05
1618,10684,1619,sail,16,0,0,sail,sail,sail,NN,346,0.0011291460832745,25904,5536,0.3906845448129852,1,0.47712125471966244,1.7840310152544962e-05
1602,5886,1603,health,17,0,0,health,health,heal,NN,345,0.0011997177134791,27251,5865,0.4139026111503175,1,0.47712125471966244,1.7840310152544962e-05
11541,2898,11542,crawls,1,0,0,crawl,crawl,crawl,JJ,361,7.057163020465773e-05,11542,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
4705,10164,4706,relapse,4,0,0,relaps,relaps,relaps,NNS,358,0.0002822865208186,18824,1432,0.1010585744530698,1,0.47712125471966244,1.7840310152544962e-05
12514,8495,12515,oceans,1,0,0,ocean,ocean,oc,NNS,361,7.057163020465773e-05,12515,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
11579,2942,11580,critics,1,0,0,critic,critic,crit,JJ,361,7.057163020465773e-05,11580,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
6884,11540,6885,soda,2,0,0,soda,soda,sod,NNS,360,0.0001411432604093,13770,720,0.0508115737473535,1,0.47712125471966244,1.7840310152544962e-05
3080,3520,3081,dipped,7,0,0,dip,dip,dip,NN,355,0.0004940014114326,21567,2485,0.1753705010585744,1,0.47712125471966244,1.7840310152544962e-05
11672,3104,11673,danes,1,0,0,dane,dane,dan,RB,361,7.057163020465773e-05,11673,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
11679,3090,11680,damnable,1,0,0,damnabl,damnabl,damn,NNS,361,7.057163020465773e-05,11680,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
1837,1700,1838,burden,14,0,0,burden,burden,burd,NN,348,0.0009880028228652,25732,4872,0.3438249823570924,1,0.47712125471966244,1.7840310152544962e-05
4128,5475,4129,glorious,5,0,0,gloriou,glorious,glory,NNS,357,0.0003528581510232,20645,1785,0.125970359915314,1,0.47712125471966244,1.7840310152544962e-05
14010,7489,14011,luring,1,0,0,lure,lure,lur,NN,361,7.057163020465773e-05,14011,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
1980,8161,1981,murray,13,0,0,murray,murray,murray,NN,349,0.0009174311926605,25753,4537,0.3201834862385321,1,0.47712125471966244,1.7840310152544962e-05
7322,5195,7323,froze,2,0,0,froze,froze,froz,VBD,360,0.0001411432604093,14646,720,0.0508115737473535,1,0.47712125471966244,1.7840310152544962e-05
8610,10355,8611,restaurants,1,0,0,restaur,restaur,resta,NN,361,7.057163020465773e-05,8611,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
7335,2281,7336,clenched,2,0,0,clench,clench,clench,JJ,360,0.0001411432604093,14672,720,0.0508115737473535,1,0.47712125471966244,1.7840310152544962e-05
5177,5884,5178,healed,3,0,0,heal,heal,heal,NN,359,0.0002117148906139,15534,1077,0.0760056457304163,1,0.47712125471966244,1.7840310152544962e-05
1954,8488,1955,occupied,13,0,0,occupi,occupi,occupy,NN,349,0.0009174311926605,25415,4537,0.3201834862385321,1,0.47712125471966244,1.7840310152544962e-05
13142,9570,13143,printin,1,0,0,printin,printin,printin,VBG,361,7.057163020465773e-05,13143,361,0.0254763585038814,1,0.47712125471966244,1.7840310152544962e-05
7292,5612,7293,grieve,2,0,0,griev,griev,griev,NNS,360,0.0001411432604093,14586,720,0.0508115737473535,1,0.47712125471966244,1.7840310152544962e-05
5139,12537,5140,tension,3,0,0,tension,tension,tend,NN,359,0.0002117148906139,15420,1077,0.0760056457304163,2,0.17609125905568124,1.783052108964488e-05
5259,734,5260,arrayed,3,0,0,array,array,array,NN,359,0.0002117148906139,15780,1077,0.0760056457304163,2,0.17609125905568124,1.782247543181397e-05
9625,382,9626,aimed,1,0,0,aim,aim,aim,NN,361,7.057163020465773e-05,9626,361,0.0254763585038814,2,0.17609125905568124,1.782247543181397e-05
4652,977,4653,backed,4,0,0,back,back,back,NN,358,0.0002822865208186,18612,1432,0.1010585744530698,2,0.17609125905568124,1.782247543181397e-05
7235,12698,7236,thule,2,0,0,thule,thule,thul,NN,360,0.0001411432604093,14472,720,0.0508115737473535,2,0.17609125905568124,1.7785135425531354e-05
10129,854,10130,atones,1,0,0,aton,aton,aton,VBG,361,7.057163020465773e-05,10130,361,0.0254763585038814,2,0.17609125905568124,1.776893019760006e-05
58,11580,59,some,751,0,1,some,some,som,NN,59,0.0529992942836979,44309,44309,3.12695836273818,2,0.17609125905568124,1.776893019760006e-05
9128,992,9129,baglioni,1,0,0,baglioni,baglioni,baglion,JJ,361,7.057163020465773e-05,9129,361,0.0254763585038814,2,0.17609125905568124,1.7739749761417828e-05
11418,3557,11419,disciplina,1,0,0,disciplina,disciplina,disciplin,RB,361,7.057163020465773e-05,11419,361,0.0254763585038814,2,0.17609125905568124,1.7739749761417828e-05
10903,6526,10904,inhabited,1,0,0,inhabit,inhabit,inhabit,VBG,361,7.057163020465773e-05,10904,361,0.0254763585038814,2,0.17609125905568124,1.7694364097304305e-05
9116,12073,9117,strokes,1,0,0,stroke,stroke,strokes,NN,361,7.057163020465773e-05,9117,361,0.0254763585038814,2,0.17609125905568124,1.764897843319078e-05
12513,8551,12514,omnia,1,0,0,omnia,omnia,omn,NN,361,7.057163020465773e-05,12514,361,0.0254763585038814,2,0.17609125905568124,1.7603592769077253e-05
9567,12750,9568,timidly,1,0,0,timidli,timid,timid,NNS,361,7.057163020465773e-05,9568,361,0.0254763585038814,2,0.17609125905568124,1.7603592769077253e-05
5645,3850,5646,dried,3,0,0,dri,dri,dri,NN,359,0.0002117148906139,16938,1077,0.0760056457304163,2,0.17609125905568124,1.7603592769077253e-05
3402,2056,3403,characteristic,6,0,0,characterist,characterist,charact,JJ,356,0.0004234297812279,20418,2136,0.1507410021171489,2,0.17609125905568124,1.7464205757056322e-05
11564,2832,11565,countermining,1,0,0,countermin,countermin,countermin,JJ,361,7.057163020465773e-05,11565,361,0.0254763585038814,2,0.17609125905568124,1.7464205757056322e-05
8227,10576,8228,rouen,1,0,0,rouen,rouen,rou,RB,361,7.057163020465773e-05,8228,361,0.0254763585038814,2,0.17609125905568124,1.7464205757056322e-05
10907,6519,10908,infused,1,0,0,infus,infus,infus,NN,361,7.057163020465773e-05,10908,361,0.0254763585038814,2,0.17609125905568124,1.745123054880538e-05
10163,11000,10164,separation,1,0,0,separ,separ,sep,VBD,361,7.057163020465773e-05,10164,361,0.0254763585038814,2,0.17609125905568124,1.745123054880538e-05
4066,7450,4067,lovers,5,0,0,lover,lover,lov,NN,357,0.0003528581510232,20335,1785,0.125970359915314,2,0.17609125905568124,1.745123054880538e-05
7033,13126,7034,ultimate,2,0,0,ultim,ultim,ultim,NN,360,0.0001411432604093,14068,720,0.0508115737473535,2,0.17609125905568124,1.734425399264704e-05
9029,97,9030,abide,1,0,0,abid,abid,abid,NN,361,7.057163020465773e-05,9030,361,0.0254763585038814,2,0.17609125905568124,1.734425399264704e-05
1414,878,1415,attitude,20,0,0,attitud,attitud,attitud,NNS,342,0.0014114326040931,28300,6840,0.4827099505998589,2,0.17609125905568124,1.7311843536784454e-05
14079,7865,14080,michelangelo,1,0,0,michelangelo,michelangelo,michelangelo,NN,361,7.057163020465773e-05,14080,361,0.0254763585038814,2,0.17609125905568124,1.7311843536784454e-05
4359,5192,4360,frown,4,0,0,frown,frown,frown,NN,358,0.0002822865208186,17440,1432,0.1010585744530698,2,0.17609125905568124,1.7311843536784454e-05
5346,3378,5347,desecration,3,0,0,desecr,desecr,desecr,RB,359,0.0002117148906139,16041,1077,0.0760056457304163,2,0.17609125905568124,1.7311843536784454e-05
8941,633,8942,application,1,0,0,applic,applic,apply,NN,361,7.057163020465773e-05,8942,361,0.0254763585038814,2,0.17609125905568124,1.7237277436488697e-05
12885,10126,12886,regaining,1,0,0,regain,regain,regain,NNS,361,7.057163020465773e-05,12886,361,0.0254763585038814,2,0.17609125905568124,1.7237277436488697e-05
2460,738,2461,arrested,9,0,0,arrest,arrest,arrest,NN,353,0.0006351446718419,22149,3177,0.2242060691601976,2,0.17609125905568124,1.7130300880330352e-05
4917,5437,4918,glances,3,0,0,glanc,glanc,glant,NN,359,0.0002117148906139,14754,1077,0.0760056457304163,2,0.17609125905568124,1.7023324324172007e-05
3537,12047,3538,stretch,6,0,0,stretch,stretch,stretch,VBP,356,0.0004234297812279,21228,2136,0.1507410021171489,2,0.17609125905568124,1.700711909624071e-05
13208,7096,13209,lapels,1,0,0,lapel,lapel,lapel,JJ,361,7.057163020465773e-05,13209,361,0.0254763585038814,2,0.17609125905568124,1.700711909624071e-05
1060,11542,1061,sofa,29,0,0,sofa,sofa,sof,NN,333,0.002046577275935,30769,9657,0.6815102328863797,1,0.47712125471966244,1.6970747592082178e-05
6363,10074,6364,redeemed,2,0,0,redeem,redeem,redeem,NN,360,0.0001411432604093,12728,720,0.0508115737473535,1,0.47712125471966244,1.6970747592082178e-05
12230,8975,12231,pediment,1,0,0,pediment,pediment,pedy,NNS,361,7.057163020465773e-05,12231,361,0.0254763585038814,1,0.47712125471966244,1.6970747592082178e-05
12251,9043,12252,permanence,1,0,0,perman,perman,perm,JJ,361,7.057163020465773e-05,12252,361,0.0254763585038814,1,0.47712125471966244,1.6970747592082178e-05
12256,9034,12257,peridot,1,0,0,peridot,peridot,peridot,NNS,361,7.057163020465773e-05,12257,361,0.0254763585038814,1,0.47712125471966244,1.6970747592082178e-05
12257,9032,12258,perfunctory,1,0,0,perfunctori,perfunctori,perfunct,NNS,361,7.057163020465773e-05,12258,361,0.0254763585038814,1,0.47712125471966244,1.6970747592082178e-05
6456,7929,6457,misadventure,2,0,0,misadventur,misadventur,misadv,JJ,360,0.0001411432604093,12914,720,0.0508115737473535,1,0.47712125471966244,1.6970747592082178e-05
12419,9083,12420,petal,1,0,0,petal,petal,pet,NN,361,7.057163020465773e-05,12420,361,0.0254763585038814,1,0.47712125471966244,1.6970747592082178e-05
12366,9291,12367,plumbing,1,0,0,plumb,plumb,plumb,NN,361,7.057163020465773e-05,12367,361,0.0254763585038814,1,0.47712125471966244,1.6970747592082178e-05
4454,629,4455,applause,4,0,0,applaus,applaus,applaus,NN,358,0.0002822865208186,17820,1432,0.1010585744530698,1,0.47712125471966244,1.6970747592082178e-05
12274,1319,12275,blackmailed,1,0,0,blackmail,blackmail,blackmail,VBG,361,7.057163020465773e-05,12275,361,0.0254763585038814,1,0.47712125471966244,1.6970747592082178e-05
1977,14042,1978,worst,13,0,0,worst,worst,worst,NN,349,0.0009174311926605,25714,4537,0.3201834862385321,1,0.47712125471966244,1.6970747592082178e-05
12163,2597,12164,conjured,1,0,0,conjur,conjur,cond,NNS,361,7.057163020465773e-05,12164,361,0.0254763585038814,1,0.47712125471966244,1.6970747592082178e-05
11056,5650,11057,groundless,1,0,0,groundless,groundless,groundless,NNS,361,7.057163020465773e-05,11057,361,0.0254763585038814,1,0.47712125471966244,1.6970747592082178e-05
1985,6961,1986,kindly,13,0,0,kindli,kind,kind,NN,349,0.0009174311926605,25818,4537,0.3201834862385321,1,0.47712125471966244,1.6970747592082178e-05
10831,2007,10832,cessation,1,0,0,cessat,cessat,cess,VBG,361,7.057163020465773e-05,10832,361,0.0254763585038814,1,0.47712125471966244,1.6970747592082178e-05
10780,6325,10781,impassive,1,0,0,impass,impass,impass,JJ,361,7.057163020465773e-05,10781,361,0.0254763585038814,1,0.47712125471966244,1.6970747592082178e-05
10764,6231,10765,hustling,1,0,0,hustl,hustl,hustl,VBG,361,7.057163020465773e-05,10765,361,0.0254763585038814,1,0.47712125471966244,1.6970747592082178e-05
10667,5113,10668,fragile,1,0,0,fragil,fragil,fragil,NN,361,7.057163020465773e-05,10668,361,0.0254763585038814,1,0.47712125471966244,1.6970747592082178e-05
7463,3270,7464,degrade,2,0,0,degrad,degrad,degrad,NN,360,0.0001411432604093,14928,720,0.0508115737473535,1,0.47712125471966244,1.6970747592082178e-05
2181,9140,2182,picked,11,0,0,pick,pick,pick,NNS,351,0.0007762879322512,24002,3861,0.2724770642201835,1,0.47712125471966244,1.6970747592082178e-05
7536,3247,7537,defeated,2,0,0,defeat,defeat,def,NN,360,0.0001411432604093,15074,720,0.0508115737473535,1,0.47712125471966244,1.6970747592082178e-05
7579,14150,7580,youthful,2,0,0,youth,youth,youth,NN,360,0.0001411432604093,15160,720,0.0508115737473535,1,0.47712125471966244,1.6970747592082178e-05
3845,2543,3846,concierge,5,0,0,concierg,concierg,concierg,NNS,357,0.0003528581510232,19230,1785,0.125970359915314,1,0.47712125471966244,1.6970747592082178e-05
10391,5505,10392,golds,1,0,0,gold,gold,gold,VBD,361,7.057163020465773e-05,10392,361,0.0254763585038814,1,0.47712125471966244,1.6970747592082178e-05
10389,5507,10390,gondola,1,0,0,gondola,gondola,gondol,VBD,361,7.057163020465773e-05,10390,361,0.0254763585038814,1,0.47712125471966244,1.6970747592082178e-05
