book_id,chap_num,para_num,para_str
174,3,64,"“Still, the East End is a very important problem,” remarked Sir Thomas
with a grave shake of the head."
174,3,65,"“Quite so,” answered the young lord. “It is the problem of slavery, and
we try to solve it by amusing the slaves.”"
174,3,66,"The politician looked at him keenly. “What change do you propose,
then?” he asked."
174,3,67,"Lord Henry laughed. “I don’t desire to change anything in England
except the weather,” he answered. “I am quite content with philosophic
contemplation. But, as the nineteenth century has gone bankrupt through
an over - expenditure of sympathy, I would suggest that we should appeal
to science to put us straight. The advantage of the emotions is that
they lead us astray, and the advantage of science is that it is not
emotional.”"
174,3,68,"“But we have such grave responsibilities,” ventured Mrs. Vandeleur
timidly."
174,3,69,"“Terribly grave,” echoed Lady Agatha."
174,3,70,"Lord Henry looked over at Mr. Erskine. “Humanity takes itself too
seriously. It is the world’s original sin. If the caveman had known how
to laugh, history would have been different.”"
174,3,71,"“You are really very comforting,” warbled the duchess. “I have always
felt rather guilty when I came to see your dear aunt, for I take no
interest at all in the East End. For the future I shall be able to look
her in the face without a blush.”"
174,3,72,"“A blush is very becoming, Duchess,” remarked Lord Henry."
174,3,73,"“Only when one is young,” she answered. “When an old woman like myself
blushes, it is a very bad sign. Ah! Lord Henry, I wish you would tell
me how to become young again.”"
174,3,74,"He thought for a moment. “Can you remember any great error that you
committed in your early days, Duchess?” he asked, looking at her across
the table."
174,3,75,"“A great many, I fear,” she cried."
174,3,76,"“Then commit them over again,” he said gravely. “To get back one’s
youth, one has merely to repeat one’s follies.”"
174,3,77,“A delightful theory!” she exclaimed. “I must put it into practice.”
174,3,78,"“A dangerous theory!” came from Sir Thomas’s tight lips. Lady Agatha
shook her head, but could not help being amused. Mr. Erskine listened."
174,3,79,"“Yes,” he continued, “that is one of the great secrets of life.
Nowadays most people die of a sort of creeping common sense, and
discover when it is too late that the only things one never regrets are
one’s mistakes.”"
174,3,80,A laugh ran round the table.
174,3,81,"He played with the idea and grew wilful; tossed it into the air and
transformed it; let it escape and recaptured it; made it iridescent
with fancy and winged it with paradox. The praise of folly, as he went
on, soared into a philosophy, and philosophy herself became young, and
catching the mad music of pleasure, wearing, one might fancy, her
wine - stained robe and wreath of ivy, danced like a Bacchante over the
hills of life, and mocked the slow Silenus for being sober. Facts fled
before her like frightened forest things. Her white feet trod the huge
press at which wise Omar sits, till the seething grape - juice rose round
her bare limbs in waves of purple bubbles, or crawled in red foam over
the vat’s black, dripping, sloping sides. It was an extraordinary
improvisation. He felt that the eyes of Dorian Gray were fixed on him,
and the consciousness that amongst his audience there was one whose
temperament he wished to fascinate seemed to give his wit keenness and
to lend colour to his imagination. He was brilliant, fantastic,
irresponsible. He charmed his listeners out of themselves, and they
followed his pipe, laughing. Dorian Gray never took his gaze off him,
but sat like one under a spell, smiles chasing each other over his lips
and wonder growing grave in his darkening eyes."
174,3,82,"At last, liveried in the costume of the age, reality entered the room
in the shape of a servant to tell the duchess that her carriage was
waiting. She wrung her hands in mock despair. “How annoying!” she
cried. “I must go. I have to call for my husband at the club, to take
him to some absurd meeting at Willis’s Rooms, where he is going to be
in the chair. If I am late he is sure to be furious, and I couldn’t
have a scene in this bonnet. It is far too fragile. A harsh word would
ruin it. No, I must go, dear Agatha. Good - bye, Lord Henry, you are
quite delightful and dreadfully demoralizing. I am sure I don’t know
what to say about your views. You must come and dine with us some
night. Tuesday? Are you disengaged Tuesday?”"
174,3,83,"“For you I would throw over anybody, Duchess,” said Lord Henry with a
bow."
174,3,84,"“Ah! that is very nice, and very wrong of you,” she cried; “so mind you
come”; and she swept out of the room, followed by Lady Agatha and the
other ladies."
174,3,85,"When Lord Henry had sat down again, Mr. Erskine moved round, and taking
a chair close to him, placed his hand upon his arm."
174,3,86,"“You talk books away,” he said; “why don’t you write one?”"
174,3,87,"“I am too fond of reading books to care to write them, Mr. Erskine. I
should like to write a novel certainly, a novel that would be as lovely
as a Persian carpet and as unreal. But there is no literary public in
England for anything except newspapers, primers, and encyclopaedias. Of
all people in the world the English have the least sense of the beauty
of literature.”"
174,3,88,"“I fear you are right,” answered Mr. Erskine. “I myself used to have
literary ambitions, but I gave them up long ago. And now, my dear young
friend, if you will allow me to call you so, may I ask if you really
meant all that you said to us at lunch?”"
174,3,89,"“I quite forget what I said,” smiled Lord Henry. “Was it all very bad?”"
174,3,90,"“Very bad indeed. In fact I consider you extremely dangerous, and if
anything happens to our good duchess, we shall all look on you as being
primarily responsible. But I should like to talk to you about life. The
generation into which I was born was tedious. Some day, when you are
tired of London, come down to Treadley and expound to me your
philosophy of pleasure over some admirable Burgundy I am fortunate
enough to possess.”"
174,3,91,"“I shall be charmed. A visit to Treadley would be a great privilege. It
has a perfect host, and a perfect library.”"
174,3,92,"“You will complete it,” answered the old gentleman with a courteous
bow. “And now I must bid good - bye to your excellent aunt. I am due at
the Athenaeum. It is the hour when we sleep there.”"
174,3,93,"“All of you, Mr. Erskine?”"
174,3,94,"“Forty of us, in forty arm - chairs. We are practising for an English
Academy of Letters.”"
174,3,95,"Lord Henry laughed and rose. “I am going to the park,” he cried."
174,3,96,"As he was passing out of the door, Dorian Gray touched him on the arm.
“Let me come with you,” he murmured."
174,3,97,"“But I thought you had promised Basil Hallward to go and see him,”
answered Lord Henry."
174,3,98,"“I would sooner come with you; yes, I feel I must come with you. Do let
me. And you will promise to talk to me all the time? No one talks so
wonderfully as you do.”"
174,3,99,"“Ah! I have talked quite enough for to - day,” said Lord Henry, smiling.
“All I want now is to look at life. You may come and look at it with
me, if you care to.”"
174,4,1,"One afternoon, a month later, Dorian Gray was reclining in a luxurious
arm - chair, in the little library of Lord Henry’s house in Mayfair. It
was, in its way, a very charming room, with its high panelled
wainscoting of olive - stained oak, its cream - coloured frieze and ceiling
of raised plasterwork, and its brickdust felt carpet strewn with silk,
long - fringed Persian rugs. On a tiny satinwood table stood a statuette
by Clodion, and beside it lay a copy of Les Cent Nouvelles, bound for
Margaret of Valois by Clovis Eve and powdered with the gilt daisies
that Queen had selected for her device. Some large blue china jars and
parrot - tulips were ranged on the mantelshelf, and through the small
leaded panes of the window streamed the apricot - coloured light of a
summer day in London."
174,4,2,"Lord Henry had not yet come in. He was always late on principle, his
principle being that punctuality is the thief of time. So the lad was
looking rather sulky, as with listless fingers he turned over the pages
of an elaborately illustrated edition of Manon Lescaut that he had
found in one of the book - cases. The formal monotonous ticking of the
Louis Quatorze clock annoyed him. Once or twice he thought of going
away."
174,4,3,"At last he heard a step outside, and the door opened. “How late you
are, Harry!” he murmured."
174,4,4,"“I am afraid it is not Harry, Mr. Gray,” answered a shrill voice."
174,4,5,"He glanced quickly round and rose to his feet. “I beg your pardon. I
thought — ”"
174,4,6,"“You thought it was my husband. It is only his wife. You must let me
introduce myself. I know you quite well by your photographs. I think my
husband has got seventeen of them.”"
174,4,7,"“Not seventeen, Lady Henry?”"
174,4,8,"“Well, eighteen, then. And I saw you with him the other night at the
opera.” She laughed nervously as she spoke, and watched him with her
vague forget - me - not eyes. She was a curious woman, whose dresses always
looked as if they had been designed in a rage and put on in a tempest.
She was usually in love with somebody, and, as her passion was never
returned, she had kept all her illusions. She tried to look
picturesque, but only succeeded in being untidy. Her name was Victoria,
and she had a perfect mania for going to church."
174,4,9,"“That was at Lohengrin, Lady Henry, I think?”"
174,4,10,"“Yes; it was at dear Lohengrin. I like Wagner’s music better than
anybody’s. It is so loud that one can talk the whole time without other
people hearing what one says. That is a great advantage, don’t you
think so, Mr. Gray?”"
174,4,11,"The same nervous staccato laugh broke from her thin lips, and her
fingers began to play with a long tortoise - shell paper - knife."
174,4,12,"Dorian smiled and shook his head: “I am afraid I don’t think so, Lady
Henry. I never talk during music — at least, during good music. If one
hears bad music, it is one’s duty to drown it in conversation.”"
174,4,13,"“Ah! that is one of Harry’s views, isn’t it, Mr. Gray? I always hear
Harry’s views from his friends. It is the only way I get to know of
them. But you must not think I don’t like good music. I adore it, but I
am afraid of it. It makes me too romantic. I have simply worshipped
pianists — two at a time, sometimes, Harry tells me. I don’t know what it
is about them. Perhaps it is that they are foreigners. They all are,
ain’t they? Even those that are born in England become foreigners after
a time, don’t they? It is so clever of them, and such a compliment to
art. Makes it quite cosmopolitan, doesn’t it? You have never been to
any of my parties, have you, Mr. Gray? You must come. I can’t afford
orchids, but I spare no expense in foreigners. They make one’s rooms
look so picturesque. But here is Harry! Harry, I came in to look for
you, to ask you something — I forget what it was — and I found Mr. Gray
here. We have had such a pleasant chat about music. We have quite the
same ideas. No; I think our ideas are quite different. But he has been
most pleasant. I am so glad I’ve seen him.”"
174,4,14,"“I am charmed, my love, quite charmed,” said Lord Henry, elevating his
dark, crescent - shaped eyebrows and looking at them both with an amused
smile. “So sorry I am late, Dorian. I went to look after a piece of old
brocade in Wardour Street and had to bargain for hours for it. Nowadays
people know the price of everything and the value of nothing.”"
174,4,15,"“I am afraid I must be going,” exclaimed Lady Henry, breaking an
awkward silence with her silly sudden laugh. “I have promised to drive
with the duchess. Good - bye, Mr. Gray. Good - bye, Harry. You are dining
out, I suppose? So am I. Perhaps I shall see you at Lady Thornbury’s.”"
174,4,16,"“I dare say, my dear,” said Lord Henry, shutting the door behind her
as, looking like a bird of paradise that had been out all night in the
rain, she flitted out of the room, leaving a faint odour of
frangipanni. Then he lit a cigarette and flung himself down on the
sofa."
174,4,17,"“Never marry a woman with straw - coloured hair, Dorian,” he said after a
few puffs."
174,4,18,"“Why, Harry?”"
174,4,19,“Because they are so sentimental.”
174,4,20,“But I like sentimental people.”
174,4,21,"“Never marry at all, Dorian. Men marry because they are tired; women,
because they are curious: both are disappointed.”"
174,4,22,"“I don’t think I am likely to marry, Harry. I am too much in love. That
is one of your aphorisms. I am putting it into practice, as I do
everything that you say.”"
174,4,23,“Who are you in love with?” asked Lord Henry after a pause.
174,4,24,"“With an actress,” said Dorian Gray, blushing."
174,4,25,"Lord Henry shrugged his shoulders. “That is a rather commonplace
_début_.”"
174,4,26,"“You would not say so if you saw her, Harry.”"
174,4,27,“Who is she?”
174,4,28,“Her name is Sibyl Vane.”
174,4,29,“Never heard of her.”
174,4,30,"“No one has. People will some day, however. She is a genius.”"
174,4,31,"“My dear boy, no woman is a genius. Women are a decorative sex. They
never have anything to say, but they say it charmingly. Women represent
the triumph of matter over mind, just as men represent the triumph of
mind over morals.”"
174,4,32,"“Harry, how can you?”"
174,4,33,"“My dear Dorian, it is quite true. I am analysing women at present, so
I ought to know. The subject is not so abstruse as I thought it was. I
find that, ultimately, there are only two kinds of women, the plain and
the coloured. The plain women are very useful. If you want to gain a
reputation for respectability, you have merely to take them down to
supper. The other women are very charming. They commit one mistake,
however. They paint in order to try and look young. Our grandmothers
painted in order to try and talk brilliantly. _Rouge_ and _esprit_ used
to go together. That is all over now. As long as a woman can look ten
years younger than her own daughter, she is perfectly satisfied. As for
conversation, there are only five women in London worth talking to, and
two of these can’t be admitted into decent society. However, tell me
about your genius. How long have you known her?”"
174,4,34,"“Ah! Harry, your views terrify me.”"
174,4,35,“Never mind that. How long have you known her?”
174,4,36,“About three weeks.”
174,4,37,“And where did you come across her?”
174,4,38,"“I will tell you, Harry, but you mustn’t be unsympathetic about it.
After all, it never would have happened if I had not met you. You
filled me with a wild desire to know everything about life. For days
after I met you, something seemed to throb in my veins. As I lounged in
the park, or strolled down Piccadilly, I used to look at every one who
passed me and wonder, with a mad curiosity, what sort of lives they
led. Some of them fascinated me. Others filled me with terror. There
was an exquisite poison in the air. I had a passion for sensations....
Well, one evening about seven o’clock, I determined to go out in search
of some adventure. I felt that this grey monstrous London of ours, with
its myriads of people, its sordid sinners, and its splendid sins, as
you once phrased it, must have something in store for me. I fancied a
thousand things. The mere danger gave me a sense of delight. I
remembered what you had said to me on that wonderful evening when we
first dined together, about the search for beauty being the real secret
of life. I don’t know what I expected, but I went out and wandered
eastward, soon losing my way in a labyrinth of grimy streets and black
grassless squares. About half - past eight I passed by an absurd little
theatre, with great flaring gas - jets and gaudy play - bills. A hideous
Jew, in the most amazing waistcoat I ever beheld in my life, was
standing at the entrance, smoking a vile cigar. He had greasy ringlets,
and an enormous diamond blazed in the centre of a soiled shirt. ‘Have a
box, my Lord?’ he said, when he saw me, and he took off his hat with an
air of gorgeous servility. There was something about him, Harry, that
amused me. He was such a monster. You will laugh at me, I know, but I
really went in and paid a whole guinea for the stage - box. To the
present day I can’t make out why I did so; and yet if I hadn’t — my dear
Harry, if I hadn’t — I should have missed the greatest romance of my
life. I see you are laughing. It is horrid of you!”"
174,4,39,"“I am not laughing, Dorian; at least I am not laughing at you. But you
should not say the greatest romance of your life. You should say the
first romance of your life. You will always be loved, and you will
always be in love with love. A _grande passion_ is the privilege of
people who have nothing to do. That is the one use of the idle classes
of a country. Don’t be afraid. There are exquisite things in store for
you. This is merely the beginning.”"
174,4,40,“Do you think my nature so shallow?” cried Dorian Gray angrily.
174,4,41,“No; I think your nature so deep.”
174,4,42,“How do you mean?”
174,4,43,"“My dear boy, the people who love only once in their lives are really
the shallow people. What they call their loyalty, and their fidelity, I
call either the lethargy of custom or their lack of imagination.
Faithfulness is to the emotional life what consistency is to the life
of the intellect — simply a confession of failure. Faithfulness! I must
analyse it some day. The passion for property is in it. There are many
things that we would throw away if we were not afraid that others might
pick them up. But I don’t want to interrupt you. Go on with your
story.”"
174,4,44,"“Well, I found myself seated in a horrid little private box, with a
vulgar drop - scene staring me in the face. I looked out from behind the
curtain and surveyed the house. It was a tawdry affair, all Cupids and
cornucopias, like a third - rate wedding - cake. The gallery and pit were
fairly full, but the two rows of dingy stalls were quite empty, and
there was hardly a person in what I suppose they called the
dress - circle. Women went about with oranges and ginger - beer, and there
was a terrible consumption of nuts going on.”"
174,4,45,“It must have been just like the palmy days of the British drama.”
174,4,46,"“Just like, I should fancy, and very depressing. I began to wonder what
on earth I should do when I caught sight of the play - bill. What do you
think the play was, Harry?”"
174,4,47,"“I should think ‘The Idiot Boy’, or ‘Dumb but Innocent’. Our fathers
used to like that sort of piece, I believe. The longer I live, Dorian,
the more keenly I feel that whatever was good enough for our fathers is
not good enough for us. In art, as in politics, _les grandpères ont
toujours tort_.”"
174,4,48,"“This play was good enough for us, Harry. It was Romeo and Juliet. I
must admit that I was rather annoyed at the idea of seeing Shakespeare
done in such a wretched hole of a place. Still, I felt interested, in a
sort of way. At any rate, I determined to wait for the first act. There
was a dreadful orchestra, presided over by a young Hebrew who sat at a
cracked piano, that nearly drove me away, but at last the drop - scene
was drawn up and the play began. Romeo was a stout elderly gentleman,
with corked eyebrows, a husky tragedy voice, and a figure like a
beer - barrel. Mercutio was almost as bad. He was played by the
low - comedian, who had introduced gags of his own and was on most
friendly terms with the pit. They were both as grotesque as the
scenery, and that looked as if it had come out of a country - booth. But
Juliet! Harry, imagine a girl, hardly seventeen years of age, with a
little, flowerlike face, a small Greek head with plaited coils of
dark - brown hair, eyes that were violet wells of passion, lips that were
like the petals of a rose. She was the loveliest thing I had ever seen
in my life. You said to me once that pathos left you unmoved, but that
beauty, mere beauty, could fill your eyes with tears. I tell you,
Harry, I could hardly see this girl for the mist of tears that came
across me. And her voice — I never heard such a voice. It was very low at
first, with deep mellow notes that seemed to fall singly upon one’s
ear. Then it became a little louder, and sounded like a flute or a
distant hautboy. In the garden - scene it had all the tremulous ecstasy
that one hears just before dawn when nightingales are singing. There
were moments, later on, when it had the wild passion of violins. You
know how a voice can stir one. Your voice and the voice of Sibyl Vane
are two things that I shall never forget. When I close my eyes, I hear
them, and each of them says something different. I don’t know which to
follow. Why should I not love her? Harry, I do love her. She is
everything to me in life. Night after night I go to see her play. One
evening she is Rosalind, and the next evening she is Imogen. I have
seen her die in the gloom of an Italian tomb, sucking the poison from
her lover’s lips. I have watched her wandering through the forest of
Arden, disguised as a pretty boy in hose and doublet and dainty cap.
She has been mad, and has come into the presence of a guilty king, and
given him rue to wear and bitter herbs to taste of. She has been
innocent, and the black hands of jealousy have crushed her reedlike
throat. I have seen her in every age and in every costume. Ordinary
women never appeal to one’s imagination. They are limited to their
century. No glamour ever transfigures them. One knows their minds as
easily as one knows their bonnets. One can always find them. There is
no mystery in any of them. They ride in the park in the morning and
chatter at tea - parties in the afternoon. They have their stereotyped
smile and their fashionable manner. They are quite obvious. But an
actress! How different an actress is! Harry! why didn’t you tell me
that the only thing worth loving is an actress?”"
174,4,49,"“Because I have loved so many of them, Dorian.”"
174,4,50,"“Oh, yes, horrid people with dyed hair and painted faces.”"
174,4,51,"“Don’t run down dyed hair and painted faces. There is an extraordinary
charm in them, sometimes,” said Lord Henry."
174,4,52,“I wish now I had not told you about Sibyl Vane.”
174,4,53,"“You could not have helped telling me, Dorian. All through your life
you will tell me everything you do.”"
174,4,54,"“Yes, Harry, I believe that is true. I cannot help telling you things.
You have a curious influence over me. If I ever did a crime, I would
come and confess it to you. You would understand me.”"
174,4,55,"“People like you — the wilful sunbeams of life — don’t commit crimes,
Dorian. But I am much obliged for the compliment, all the same. And now
tell me — reach me the matches, like a good boy — thanks — what are your
actual relations with Sibyl Vane?”"
174,4,56,"Dorian Gray leaped to his feet, with flushed cheeks and burning eyes.
“Harry! Sibyl Vane is sacred!”"
174,4,57,"“It is only the sacred things that are worth touching, Dorian,” said
Lord Henry, with a strange touch of pathos in his voice. “But why
should you be annoyed? I suppose she will belong to you some day. When
one is in love, one always begins by deceiving one’s self, and one
always ends by deceiving others. That is what the world calls a
romance. You know her, at any rate, I suppose?”"
174,4,58,"“Of course I know her. On the first night I was at the theatre, the
horrid old Jew came round to the box after the performance was over and
offered to take me behind the scenes and introduce me to her. I was
furious with him, and told him that Juliet had been dead for hundreds
of years and that her body was lying in a marble tomb in Verona. I
think, from his blank look of amazement, that he was under the
impression that I had taken too much champagne, or something.”"
174,4,59,“I am not surprised.”
174,4,60,"“Then he asked me if I wrote for any of the newspapers. I told him I
never even read them. He seemed terribly disappointed at that, and
confided to me that all the dramatic critics were in a conspiracy
against him, and that they were every one of them to be bought.”"
174,4,61,"“I should not wonder if he was quite right there. But, on the other
hand, judging from their appearance, most of them cannot be at all
expensive.”"
174,4,62,"“Well, he seemed to think they were beyond his means,” laughed Dorian.
“By this time, however, the lights were being put out in the theatre,
and I had to go. He wanted me to try some cigars that he strongly
recommended. I declined. The next night, of course, I arrived at the
place again. When he saw me, he made me a low bow and assured me that I
was a munificent patron of art. He was a most offensive brute, though
he had an extraordinary passion for Shakespeare. He told me once, with
an air of pride, that his five bankruptcies were entirely due to ‘The
Bard,’ as he insisted on calling him. He seemed to think it a
distinction.”"
174,4,63,"“It was a distinction, my dear Dorian — a great distinction. Most people
become bankrupt through having invested too heavily in the prose of
life. To have ruined one’s self over poetry is an honour. But when did
you first speak to Miss Sibyl Vane?”"
174,4,64,"“The third night. She had been playing Rosalind. I could not help going
round. I had thrown her some flowers, and she had looked at me — at least
I fancied that she had. The old Jew was persistent. He seemed
determined to take me behind, so I consented. It was curious my not
wanting to know her, wasn’t it?”"
174,4,65,“No; I don’t think so.”
174,4,66,"“My dear Harry, why?”"
174,4,67,“I will tell you some other time. Now I want to know about the girl.”
174,4,68,"“Sibyl? Oh, she was so shy and so gentle. There is something of a child
about her. Her eyes opened wide in exquisite wonder when I told her
what I thought of her performance, and she seemed quite unconscious of
her power. I think we were both rather nervous. The old Jew stood
grinning at the doorway of the dusty greenroom, making elaborate
speeches about us both, while we stood looking at each other like
children. He would insist on calling me ‘My Lord,’ so I had to assure
Sibyl that I was not anything of the kind. She said quite simply to me,
‘You look more like a prince. I must call you Prince Charming.’”"
174,4,69,"“Upon my word, Dorian, Miss Sibyl knows how to pay compliments.”"
174,4,70,"“You don’t understand her, Harry. She regarded me merely as a person in
a play. She knows nothing of life. She lives with her mother, a faded
tired woman who played Lady Capulet in a sort of magenta
dressing - wrapper on the first night, and looks as if she had seen
better days.”"
174,4,71,"“I know that look. It depresses me,” murmured Lord Henry, examining his
rings."
174,4,72,"“The Jew wanted to tell me her history, but I said it did not interest
me.”"
174,4,73,"“You were quite right. There is always something infinitely mean about
other people’s tragedies.”"
174,4,74,"“Sibyl is the only thing I care about. What is it to me where she came
from? From her little head to her little feet, she is absolutely and
entirely divine. Every night of my life I go to see her act, and every
night she is more marvellous.”"
174,4,75,"“That is the reason, I suppose, that you never dine with me now. I
thought you must have some curious romance on hand. You have; but it is
not quite what I expected.”"
174,4,76,"“My dear Harry, we either lunch or sup together every day, and I have
been to the opera with you several times,” said Dorian, opening his
blue eyes in wonder."
174,4,77,“You always come dreadfully late.”
174,4,78,"“Well, I can’t help going to see Sibyl play,” he cried, “even if it is
only for a single act. I get hungry for her presence; and when I think
of the wonderful soul that is hidden away in that little ivory body, I
am filled with awe.”"
174,4,79,"“You can dine with me to - night, Dorian, can’t you?”"
174,4,80,"He shook his head. “To - night she is Imogen,” he answered, “and
to - morrow night she will be Juliet.”"
174,4,81,“When is she Sibyl Vane?”
174,4,82,“Never.”
174,4,83,“I congratulate you.”
174,4,84,"“How horrid you are! She is all the great heroines of the world in one.
She is more than an individual. You laugh, but I tell you she has
genius. I love her, and I must make her love me. You, who know all the
secrets of life, tell me how to charm Sibyl Vane to love me! I want to
make Romeo jealous. I want the dead lovers of the world to hear our
laughter and grow sad. I want a breath of our passion to stir their
dust into consciousness, to wake their ashes into pain. My God, Harry,
how I worship her!” He was walking up and down the room as he spoke.
Hectic spots of red burned on his cheeks. He was terribly excited."
174,4,85,"Lord Henry watched him with a subtle sense of pleasure. How different
he was now from the shy frightened boy he had met in Basil Hallward’s
studio! His nature had developed like a flower, had borne blossoms of
scarlet flame. Out of its secret hiding - place had crept his soul, and
desire had come to meet it on the way."
174,4,86,“And what do you propose to do?” said Lord Henry at last.
174,4,87,"“I want you and Basil to come with me some night and see her act. I
have not the slightest fear of the result. You are certain to
acknowledge her genius. Then we must get her out of the Jew’s hands.
She is bound to him for three years — at least for two years and eight
months — from the present time. I shall have to pay him something, of
course. When all that is settled, I shall take a West End theatre and
bring her out properly. She will make the world as mad as she has made
me.”"
174,4,88,"“That would be impossible, my dear boy.”"
174,4,89,"“Yes, she will. She has not merely art, consummate art - instinct, in
her, but she has personality also; and you have often told me that it
is personalities, not principles, that move the age.”"
174,4,90,"“Well, what night shall we go?”"
174,4,91,"“Let me see. To - day is Tuesday. Let us fix to - morrow. She plays Juliet
to - morrow.”"
174,4,92,“All right. The Bristol at eight o’clock; and I will get Basil.”
174,4,93,"“Not eight, Harry, please. Half - past six. We must be there before the
curtain rises. You must see her in the first act, where she meets
Romeo.”"
174,4,94,"“Half - past six! What an hour! It will be like having a meat - tea, or
reading an English novel. It must be seven. No gentleman dines before
seven. Shall you see Basil between this and then? Or shall I write to
him?”"
174,4,95,"“Dear Basil! I have not laid eyes on him for a week. It is rather
horrid of me, as he has sent me my portrait in the most wonderful
frame, specially designed by himself, and, though I am a little jealous
of the picture for being a whole month younger than I am, I must admit
that I delight in it. Perhaps you had better write to him. I don’t want
to see him alone. He says things that annoy me. He gives me good
advice.”"
174,4,96,"Lord Henry smiled. “People are very fond of giving away what they need
most themselves. It is what I call the depth of generosity.”"
174,4,97,"“Oh, Basil is the best of fellows, but he seems to me to be just a bit
of a Philistine. Since I have known you, Harry, I have discovered
that.”"
174,4,98,"“Basil, my dear boy, puts everything that is charming in him into his
work. The consequence is that he has nothing left for life but his
prejudices, his principles, and his common sense. The only artists I
have ever known who are personally delightful are bad artists. Good
artists exist simply in what they make, and consequently are perfectly
uninteresting in what they are. A great poet, a really great poet, is
the most unpoetical of all creatures. But inferior poets are absolutely
fascinating. The worse their rhymes are, the more picturesque they
look. The mere fact of having published a book of second - rate sonnets
makes a man quite irresistible. He lives the poetry that he cannot
write. The others write the poetry that they dare not realize.”"
174,4,99,"“I wonder is that really so, Harry?” said Dorian Gray, putting some
perfume on his handkerchief out of a large, gold - topped bottle that
stood on the table. “It must be, if you say it. And now I am off.
Imogen is waiting for me. Don’t forget about to - morrow. Good - bye.”"
174,4,100,"As he left the room, Lord Henry’s heavy eyelids drooped, and he began
to think. Certainly few people had ever interested him so much as
Dorian Gray, and yet the lad’s mad adoration of some one else caused
him not the slightest pang of annoyance or jealousy. He was pleased by
it. It made him a more interesting study. He had been always enthralled
by the methods of natural science, but the ordinary subject - matter of
that science had seemed to him trivial and of no import. And so he had
begun by vivisecting himself, as he had ended by vivisecting others.
Human life — that appeared to him the one thing worth investigating.
Compared to it there was nothing else of any value. It was true that as
one watched life in its curious crucible of pain and pleasure, one
could not wear over one’s face a mask of glass, nor keep the sulphurous
fumes from troubling the brain and making the imagination turbid with
monstrous fancies and misshapen dreams. There were poisons so subtle
that to know their properties one had to sicken of them. There were
maladies so strange that one had to pass through them if one sought to
understand their nature. And, yet, what a great reward one received!
How wonderful the whole world became to one! To note the curious hard
logic of passion, and the emotional coloured life of the intellect — to
observe where they met, and where they separated, at what point they
were in unison, and at what point they were at discord — there was a
delight in that! What matter what the cost was? One could never pay too
high a price for any sensation."
174,4,101,"He was conscious — and the thought brought a gleam of pleasure into his
brown agate eyes — that it was through certain words of his, musical
words said with musical utterance, that Dorian Gray’s soul had turned
to this white girl and bowed in worship before her. To a large extent
the lad was his own creation. He had made him premature. That was
something. Ordinary people waited till life disclosed to them its
secrets, but to the few, to the elect, the mysteries of life were
revealed before the veil was drawn away. Sometimes this was the effect
of art, and chiefly of the art of literature, which dealt immediately
with the passions and the intellect. But now and then a complex
personality took the place and assumed the office of art, was indeed,
in its way, a real work of art, life having its elaborate masterpieces,
just as poetry has, or sculpture, or painting."
174,4,102,"Yes, the lad was premature. He was gathering his harvest while it was
yet spring. The pulse and passion of youth were in him, but he was
becoming self - conscious. It was delightful to watch him. With his
beautiful face, and his beautiful soul, he was a thing to wonder at. It
was no matter how it all ended, or was destined to end. He was like one
of those gracious figures in a pageant or a play, whose joys seem to be
remote from one, but whose sorrows stir one’s sense of beauty, and
whose wounds are like red roses."
174,4,103,"Soul and body, body and soul — how mysterious they were! There was
animalism in the soul, and the body had its moments of spirituality.
The senses could refine, and the intellect could degrade. Who could say
where the fleshly impulse ceased, or the psychical impulse began? How
shallow were the arbitrary definitions of ordinary psychologists! And
yet how difficult to decide between the claims of the various schools!
Was the soul a shadow seated in the house of sin? Or was the body
really in the soul, as Giordano Bruno thought? The separation of spirit
from matter was a mystery, and the union of spirit with matter was a
mystery also."
174,4,104,"He began to wonder whether we could ever make psychology so absolute a
science that each little spring of life would be revealed to us. As it
was, we always misunderstood ourselves and rarely understood others.
Experience was of no ethical value. It was merely the name men gave to
their mistakes. Moralists had, as a rule, regarded it as a mode of
warning, had claimed for it a certain ethical efficacy in the formation
of character, had praised it as something that taught us what to follow
and showed us what to avoid. But there was no motive power in
experience. It was as little of an active cause as conscience itself.
All that it really demonstrated was that our future would be the same
as our past, and that the sin we had done once, and with loathing, we
would do many times, and with joy."
174,4,105,"It was clear to him that the experimental method was the only method by
which one could arrive at any scientific analysis of the passions; and
certainly Dorian Gray was a subject made to his hand, and seemed to
promise rich and fruitful results. His sudden mad love for Sibyl Vane
was a psychological phenomenon of no small interest. There was no doubt
that curiosity had much to do with it, curiosity and the desire for new
experiences, yet it was not a simple, but rather a very complex
passion. What there was in it of the purely sensuous instinct of
boyhood had been transformed by the workings of the imagination,
changed into something that seemed to the lad himself to be remote from
sense, and was for that very reason all the more dangerous. It was the
passions about whose origin we deceived ourselves that tyrannized most
strongly over us. Our weakest motives were those of whose nature we
were conscious. It often happened that when we thought we were
experimenting on others we were really experimenting on ourselves."
174,4,106,"While Lord Henry sat dreaming on these things, a knock came to the
door, and his valet entered and reminded him it was time to dress for
dinner. He got up and looked out into the street. The sunset had
smitten into scarlet gold the upper windows of the houses opposite. The
panes glowed like plates of heated metal. The sky above was like a
faded rose. He thought of his friend’s young fiery - coloured life and
wondered how it was all going to end."
